team,total_points,date,id,id_num,team_short
Tanzania,1160.98,2024-02-15,id14289,14289,TAN
Libya,1159.51,2024-02-15,id14289,14289,LBY
Comoros,1156.45,2024-02-15,id14289,14289,COM
Malawi,1149.4,2024-02-15,id14289,14289,MWI
Estonia,1148.76,2024-02-15,id14289,14289,EST
Zimbabwe,1144.56,2024-02-15,id14289,14289,ZIM
Cyprus,1143.42,2024-02-15,id14289,14289,CYP
Sierra Leone,1137.36,2024-02-15,id14289,14289,SLE
Sudan,1128.74,2024-02-15,id14289,14289,SDN
Niger,1127.75,2024-02-15,id14289,14289,NIG
Central African Republic,1121.34,2024-02-15,id14289,14289,CTA
The Gambia,1114.8,2024-02-15,id14289,14289,GAM
Solomon Islands,1113.57,2024-02-15,id14289,14289,SOL
Malaysia,1110.17,2024-02-15,id14289,14289,MAS
Rwanda,1107.04,2024-02-15,id14289,14289,RWA
Nicaragua,1104.26,2024-02-15,id14289,14289,NCA
Faroe Islands,1102.1,2024-02-15,id14289,14289,FRO
Latvia,1097.84,2024-02-15,id14289,14289,LVA
Kuwait,1094.05,2024-02-15,id14289,14289,KUW
Lithuania,1086.93,2024-02-15,id14289,14289,LTU
Philippines,1086.17,2024-02-15,id14289,14289,PHI
Burundi,1085.83,2024-02-15,id14289,14289,BDI
Turkmenistan,1078.25,2024-02-15,id14289,14289,TKM
Antigua and Barbuda,1072.66,2024-02-15,id14289,14289,ATG
Indonesia,1072.66,2024-02-15,id14289,14289,IDN
Suriname,1071.85,2024-02-15,id14289,14289,SUR
Ethiopia,1068.79,2024-02-15,id14289,14289,ETH
Botswana,1064.5,2024-02-15,id14289,14289,BOT
St Kitts and Nevis,1057.05,2024-02-15,id14289,14289,SKN
Lesotho,1047.27,2024-02-15,id14289,14289,LES
Eswatini,1045.88,2024-02-15,id14289,14289,SWZ
Dominican Republic,1040.77,2024-02-15,id14289,14289,DOM
Yemen,1027.94,2024-02-15,id14289,14289,YEM
Liberia,1024.11,2024-02-15,id14289,14289,LBR
Chinese Taipei,1023.93,2024-02-15,id14289,14289,TPE
"Hong Kong, China",1022.91,2024-02-15,id14289,14289,HKG
Moldova,1022.6,2024-02-15,id14289,14289,MDA
Singapore,1020.5,2024-02-15,id14289,14289,SGP
Guyana,1018.14,2024-02-15,id14289,14289,GUY
Afghanistan,1017.68,2024-02-15,id14289,14289,AFG
New Caledonia,1008.92,2024-02-15,id14289,14289,NCL
Puerto Rico,1007.19,2024-02-15,id14289,14289,PUR
Maldives,1003.48,2024-02-15,id14289,14289,MDV
Myanmar,1000.46,2024-02-15,id14289,14289,MYA
Tahiti,999.48,2024-02-15,id14289,14289,TAH
Andorra,998,2024-02-15,id14289,14289,AND
Papua New Guinea,990.61,2024-02-15,id14289,14289,PNG
South Sudan,989.29,2024-02-15,id14289,14289,SSD
St Lucia,988.67,2024-02-15,id14289,14289,LCA
Fiji,981.26,2024-02-15,id14289,14289,FIJ
Cuba,980.65,2024-02-15,id14289,14289,CUB
Vanuatu,980.33,2024-02-15,id14289,14289,VAN
Bermuda,972.36,2024-02-15,id14289,14289,BER
Malta,967.29,2024-02-15,id14289,14289,MLT
St Vincent and the Grenadines,953.47,2024-02-15,id14289,14289,VIN
Grenada,950.99,2024-02-15,id14289,14289,GRN
Nepal,948.05,2024-02-15,id14289,14289,NEP
Montserrat,946.08,2024-02-15,id14289,14289,MSR
Mauritius,944.95,2024-02-15,id14289,14289,MRI
Barbados,943.8,2024-02-15,id14289,14289,BRB
Cambodia,931.47,2024-02-15,id14289,14289,CAM
Dominica,922.25,2024-02-15,id14289,14289,DMA
Chad,920.37,2024-02-15,id14289,14289,CHA
Belize,918.68,2024-02-15,id14289,14289,BLZ
Bangladesh,916.75,2024-02-15,id14289,14289,BAN
Bhutan,913.02,2024-02-15,id14289,14289,BHU
Cook Islands,897.3,2024-02-15,id14289,14289,COK
Samoa,896.78,2024-02-15,id14289,14289,SAM
Macau,896.62,2024-02-15,id14289,14289,MAC
American Samoa,890.97,2024-02-15,id14289,14289,ASA
Laos,889.62,2024-02-15,id14289,14289,LAO
Mongolia,889.16,2024-02-15,id14289,14289,MNG
São Tomé and Príncipe,888.94,2024-02-15,id14289,14289,STP
Djibouti,882.76,2024-02-15,id14289,14289,DJI
Aruba,879.32,2024-02-15,id14289,14289,ARU
Brunei Darussalam,870.63,2024-02-15,id14289,14289,BRU
Pakistan,856.54,2024-02-15,id14289,14289,PAK
Tonga,856.18,2024-02-15,id14289,14289,TGA
Cayman Islands,851.19,2024-02-15,id14289,14289,CAY
Somalia,845.66,2024-02-15,id14289,14289,SOM
Seychelles,845.53,2024-02-15,id14289,14289,SEY
Timor-Leste,843.4,2024-02-15,id14289,14289,TLS
Gibraltar,840.8,2024-02-15,id14289,14289,GIB
Bahamas,835.81,2024-02-15,id14289,14289,BAH
Liechtenstein,833.01,2024-02-15,id14289,14289,LIE
Sri Lanka,822.03,2024-02-15,id14289,14289,SRI
Guam,821.91,2024-02-15,id14289,14289,GUM
Turks and Caicos Islands,818.57,2024-02-15,id14289,14289,TCA
British Virgin Islands,807.57,2024-02-15,id14289,14289,VGB
US Virgin Islands,796.78,2024-02-15,id14289,14289,VIR
Anguilla,785.69,2024-02-15,id14289,14289,AIA
San Marino,741.61,2024-02-15,id14289,14289,SMR
Eritrea (unranked),NA,2024-02-15,id14289,14289,ERI
Argentina,1855.2,2023-12-21,id14233,14233,ARG
France,1845.44,2023-12-21,id14233,14233,FRA
England,1800.05,2023-12-21,id14233,14233,ENG
Belgium,1798.46,2023-12-21,id14233,14233,BEL
Brazil,1784.09,2023-12-21,id14233,14233,BRA
Netherlands,1745.48,2023-12-21,id14233,14233,NED
Portugal,1745.06,2023-12-21,id14233,14233,POR
Spain,1732.64,2023-12-21,id14233,14233,ESP
Italy,1718.82,2023-12-21,id14233,14233,ITA
Croatia,1717.57,2023-12-21,id14233,14233,CRO
Uruguay,1665.99,2023-12-21,id14233,14233,URU
USA,1665.27,2023-12-21,id14233,14233,USA
Morocco,1661.69,2023-12-21,id14233,14233,MAR
Colombia,1655.29,2023-12-21,id14233,14233,COL
Mexico,1652.7,2023-12-21,id14233,14233,MEX
Germany,1631.22,2023-12-21,id14233,14233,GER
Japan,1620.19,2023-12-21,id14233,14233,JPN
Switzerland,1613.44,2023-12-21,id14233,14233,SUI
Denmark,1601.31,2023-12-21,id14233,14233,DEN
Senegal,1594.31,2023-12-21,id14233,14233,SEN
IR Iran,1565.08,2023-12-21,id14233,14233,IRN
Ukraine,1553.35,2023-12-21,id14233,14233,UKR
Korea Republic,1550.65,2023-12-21,id14233,14233,KOR
Austria,1546.1,2023-12-21,id14233,14233,AUT
Australia,1539.22,2023-12-21,id14233,14233,AUS
Sweden,1530.19,2023-12-21,id14233,14233,SWE
Hungary,1525.13,2023-12-21,id14233,14233,HUN
Tunisia,1523.23,2023-12-21,id14233,14233,TUN
Wales,1521.88,2023-12-21,id14233,14233,WAL
Algeria,1520.26,2023-12-21,id14233,14233,ALG
Poland,1520.24,2023-12-21,id14233,14233,POL
Ecuador,1519.2,2023-12-21,id14233,14233,ECU
Egypt,1518.91,2023-12-21,id14233,14233,EGY
Serbia,1517.43,2023-12-21,id14233,14233,SRB
Peru,1512.68,2023-12-21,id14233,14233,PER
Scotland,1506.89,2023-12-21,id14233,14233,SCO
Türkiye,1505.28,2023-12-21,id14233,14233,TUR
Russia,1498.84,2023-12-21,id14233,14233,RUS
Czechia,1494.04,2023-12-21,id14233,14233,CZE
Chile,1489.82,2023-12-21,id14233,14233,CHI
Panama,1475.62,2023-12-21,id14233,14233,PAN
Nigeria,1474.44,2023-12-21,id14233,14233,NGA
Romania,1472.73,2023-12-21,id14233,14233,ROU
Norway,1472.36,2023-12-21,id14233,14233,NOR
Slovakia,1465.73,2023-12-21,id14233,14233,SVK
Cameroon,1463.06,2023-12-21,id14233,14233,CMR
Greece,1453.95,2023-12-21,id14233,14233,GRE
Canada,1453.76,2023-12-21,id14233,14233,CAN
Côte d'Ivoire,1447.65,2023-12-21,id14233,14233,CIV
Venezuela,1447.2,2023-12-21,id14233,14233,VEN
Mali,1445.6,2023-12-21,id14233,14233,MLI
Costa Rica,1437.57,2023-12-21,id14233,14233,CRC
Paraguay,1430.73,2023-12-21,id14233,14233,PAR
Slovenia,1427.84,2023-12-21,id14233,14233,SVN
Jamaica,1421.54,2023-12-21,id14233,14233,JAM
Saudi Arabia,1421.06,2023-12-21,id14233,14233,KSA
Burkina Faso,1411.01,2023-12-21,id14233,14233,BFA
Qatar,1407.3,2023-12-21,id14233,14233,QAT
Finland,1401.31,2023-12-21,id14233,14233,FIN
Republic of Ireland,1399.6,2023-12-21,id14233,14233,IRL
Ghana,1384.19,2023-12-21,id14233,14233,GHA
Albania,1382.69,2023-12-21,id14233,14233,ALB
Iraq,1365.98,2023-12-21,id14233,14233,IRQ
United Arab Emirates,1364.46,2023-12-21,id14233,14233,UAE
North Macedonia,1362.17,2023-12-21,id14233,14233,MKD
South Africa,1357.08,2023-12-21,id14233,14233,RSA
Congo DR,1356.66,2023-12-21,id14233,14233,COD
Uzbekistan,1345.26,2023-12-21,id14233,14233,UZB
Bosnia and Herzegovina,1343.32,2023-12-21,id14233,14233,BIH
Montenegro,1342.64,2023-12-21,id14233,14233,MNE
Iceland,1338.39,2023-12-21,id14233,14233,ISL
Northern Ireland,1333.17,2023-12-21,id14233,14233,NIR
Cabo Verde,1329.8,2023-12-21,id14233,14233,CPV
Oman,1324.89,2023-12-21,id14233,14233,OMA
Israel,1323.43,2023-12-21,id14233,14233,ISR
Honduras,1313.8,2023-12-21,id14233,14233,HON
Georgia,1312.45,2023-12-21,id14233,14233,GEO
El Salvador,1306.14,2023-12-21,id14233,14233,SLV
China PR,1299.49,2023-12-21,id14233,14233,CHN
Guinea,1290.01,2023-12-21,id14233,14233,GUI
Bulgaria,1289.9,2023-12-21,id14233,14233,BUL
Gabon,1289.52,2023-12-21,id14233,14233,GAB
Luxembourg,1285.41,2023-12-21,id14233,14233,LUX
Zambia,1284.56,2023-12-21,id14233,14233,ZAM
Bolivia,1284.55,2023-12-21,id14233,14233,BOL
Bahrain,1277.29,2023-12-21,id14233,14233,BHR
Jordan,1272.63,2023-12-21,id14233,14233,JOR
Equatorial Guinea,1268.43,2023-12-21,id14233,14233,EQG
Haiti,1262.5,2023-12-21,id14233,14233,HAI
Curaçao,1262.48,2023-12-21,id14233,14233,CUW
Syria,1245.27,2023-12-21,id14233,14233,SYR
Uganda,1245.08,2023-12-21,id14233,14233,UGA
Armenia,1237.15,2023-12-21,id14233,14233,ARM
Vietnam,1235.58,2023-12-21,id14233,14233,VIE
Belarus,1232.8,2023-12-21,id14233,14233,BLR
Trinidad and Tobago,1228.05,2023-12-21,id14233,14233,TRI
Benin,1225.1,2023-12-21,id14233,14233,BEN
Kyrgyz Republic,1224.14,2023-12-21,id14233,14233,KGZ
Palestine,1217.6,2023-12-21,id14233,14233,PLE
Kazakhstan,1215.16,2023-12-21,id14233,14233,KAZ
Kosovo,1202.77,2023-12-21,id14233,14233,KOS
India,1200.8,2023-12-21,id14233,14233,IND
Guinea-Bissau,1197.83,2023-12-21,id14233,14233,GNB
Aotearoa New Zealand,1197.47,2023-12-21,id14233,14233,NZL
Mauritania,1195.25,2023-12-21,id14233,14233,MTN
Tajikistan,1195.07,2023-12-21,id14233,14233,TJK
Lebanon,1192.58,2023-12-21,id14233,14233,LBN
Guatemala,1189.98,2023-12-21,id14233,14233,GUA
Madagascar,1187.63,2023-12-21,id14233,14233,MAD
Kenya,1181.92,2023-12-21,id14233,14233,KEN
Mozambique,1180.72,2023-12-21,id14233,14233,MOZ
Congo,1179.8,2023-12-21,id14233,14233,CGO
Thailand,1176.75,2023-12-21,id14233,14233,THA
Azerbaijan,1174.22,2023-12-21,id14233,14233,AZE
Namibia,1168.38,2023-12-21,id14233,14233,NAM
Korea DPR,1168.12,2023-12-21,id14233,14233,PRK
Angola,1168.05,2023-12-21,id14233,14233,ANG
Togo,1165.74,2023-12-21,id14233,14233,TOG
Comoros,1156.45,2023-12-21,id14233,14233,COM
Libya,1155.23,2023-12-21,id14233,14233,LBY
Tanzania,1155.19,2023-12-21,id14233,14233,TAN
Estonia,1149.7,2023-12-21,id14233,14233,EST
Malawi,1149.4,2023-12-21,id14233,14233,MWI
Zimbabwe,1144.56,2023-12-21,id14233,14233,ZIM
Cyprus,1143.42,2023-12-21,id14233,14233,CYP
The Gambia,1140.06,2023-12-21,id14233,14233,GAM
Sierra Leone,1138.53,2023-12-21,id14233,14233,SLE
Sudan,1128.74,2023-12-21,id14233,14233,SDN
Niger,1127.75,2023-12-21,id14233,14233,NIG
Malaysia,1122.87,2023-12-21,id14233,14233,MAS
Central African Republic,1121.34,2023-12-21,id14233,14233,CTA
Solomon Islands,1113.57,2023-12-21,id14233,14233,SOL
Rwanda,1107.04,2023-12-21,id14233,14233,RWA
Nicaragua,1104.26,2023-12-21,id14233,14233,NCA
Faroe Islands,1102.1,2023-12-21,id14233,14233,FRO
Kuwait,1098.07,2023-12-21,id14233,14233,KUW
Latvia,1097.84,2023-12-21,id14233,14233,LVA
Lithuania,1086.93,2023-12-21,id14233,14233,LTU
Burundi,1086.62,2023-12-21,id14233,14233,BDI
Philippines,1086.17,2023-12-21,id14233,14233,PHI
Turkmenistan,1078.25,2023-12-21,id14233,14233,TKM
Antigua and Barbuda,1072.66,2023-12-21,id14233,14233,ATG
Suriname,1071.85,2023-12-21,id14233,14233,SUR
Ethiopia,1068.79,2023-12-21,id14233,14233,ETH
Botswana,1064.5,2023-12-21,id14233,14233,BOT
Indonesia,1064.01,2023-12-21,id14233,14233,IDN
St Kitts and Nevis,1057.05,2023-12-21,id14233,14233,SKN
Lesotho,1047.27,2023-12-21,id14233,14233,LES
Eswatini,1045.88,2023-12-21,id14233,14233,SWZ
"Hong Kong, China",1042.93,2023-12-21,id14233,14233,HKG
Dominican Republic,1040.77,2023-12-21,id14233,14233,DOM
Yemen,1027.94,2023-12-21,id14233,14233,YEM
Liberia,1024.11,2023-12-21,id14233,14233,LBR
Chinese Taipei,1023.93,2023-12-21,id14233,14233,TPE
Moldova,1022.6,2023-12-21,id14233,14233,MDA
Singapore,1020.5,2023-12-21,id14233,14233,SGP
Guyana,1018.14,2023-12-21,id14233,14233,GUY
Afghanistan,1017.68,2023-12-21,id14233,14233,AFG
New Caledonia,1008.92,2023-12-21,id14233,14233,NCL
Puerto Rico,1007.19,2023-12-21,id14233,14233,PUR
Maldives,1003.48,2023-12-21,id14233,14233,MDV
Myanmar,1000.46,2023-12-21,id14233,14233,MYA
Tahiti,999.48,2023-12-21,id14233,14233,TAH
Andorra,998,2023-12-21,id14233,14233,AND
Papua New Guinea,990.61,2023-12-21,id14233,14233,PNG
South Sudan,989.29,2023-12-21,id14233,14233,SSD
St Lucia,988.67,2023-12-21,id14233,14233,LCA
Fiji,981.26,2023-12-21,id14233,14233,FIJ
Cuba,980.65,2023-12-21,id14233,14233,CUB
Vanuatu,980.33,2023-12-21,id14233,14233,VAN
Bermuda,972.36,2023-12-21,id14233,14233,BER
Malta,967.29,2023-12-21,id14233,14233,MLT
St Vincent and the Grenadines,953.47,2023-12-21,id14233,14233,VIN
Grenada,950.99,2023-12-21,id14233,14233,GRN
Nepal,948.05,2023-12-21,id14233,14233,NEP
Montserrat,946.08,2023-12-21,id14233,14233,MSR
Mauritius,944.95,2023-12-21,id14233,14233,MRI
Barbados,943.8,2023-12-21,id14233,14233,BRB
Cambodia,931.47,2023-12-21,id14233,14233,CAM
Dominica,922.25,2023-12-21,id14233,14233,DMA
Chad,920.37,2023-12-21,id14233,14233,CHA
Belize,918.68,2023-12-21,id14233,14233,BLZ
Bangladesh,916.75,2023-12-21,id14233,14233,BAN
Bhutan,913.02,2023-12-21,id14233,14233,BHU
Cook Islands,897.3,2023-12-21,id14233,14233,COK
Samoa,896.78,2023-12-21,id14233,14233,SAM
Macau,896.62,2023-12-21,id14233,14233,MAC
American Samoa,890.97,2023-12-21,id14233,14233,ASA
Laos,889.62,2023-12-21,id14233,14233,LAO
Mongolia,889.16,2023-12-21,id14233,14233,MNG
São Tomé and Príncipe,888.94,2023-12-21,id14233,14233,STP
Djibouti,881.18,2023-12-21,id14233,14233,DJI
Aruba,879.32,2023-12-21,id14233,14233,ARU
Brunei Darussalam,870.63,2023-12-21,id14233,14233,BRU
Pakistan,856.54,2023-12-21,id14233,14233,PAK
Tonga,856.18,2023-12-21,id14233,14233,TGA
Cayman Islands,851.19,2023-12-21,id14233,14233,CAY
Somalia,845.66,2023-12-21,id14233,14233,SOM
Seychelles,845.53,2023-12-21,id14233,14233,SEY
Timor-Leste,843.4,2023-12-21,id14233,14233,TLS
Gibraltar,840.8,2023-12-21,id14233,14233,GIB
Bahamas,835.81,2023-12-21,id14233,14233,BAH
Liechtenstein,833.01,2023-12-21,id14233,14233,LIE
Sri Lanka,822.03,2023-12-21,id14233,14233,SRI
Guam,821.91,2023-12-21,id14233,14233,GUM
Turks and Caicos Islands,818.57,2023-12-21,id14233,14233,TCA
British Virgin Islands,807.57,2023-12-21,id14233,14233,VGB
US Virgin Islands,796.78,2023-12-21,id14233,14233,VIR
Anguilla,785.69,2023-12-21,id14233,14233,AIA
San Marino,741.61,2023-12-21,id14233,14233,SMR
Eritrea (unranked),NA,2023-12-21,id14233,14233,ERI
Argentina,1855.2,2023-11-30,id14212,14212,ARG
France,1845.44,2023-11-30,id14212,14212,FRA
England,1800.05,2023-11-30,id14212,14212,ENG
Belgium,1798.46,2023-11-30,id14212,14212,BEL
Brazil,1784.09,2023-11-30,id14212,14212,BRA
Netherlands,1745.48,2023-11-30,id14212,14212,NED
Portugal,1745.06,2023-11-30,id14212,14212,POR
Spain,1732.64,2023-11-30,id14212,14212,ESP
Italy,1718.82,2023-11-30,id14212,14212,ITA
Croatia,1717.57,2023-11-30,id14212,14212,CRO
Uruguay,1665.99,2023-11-30,id14212,14212,URU
USA,1665.27,2023-11-30,id14212,14212,USA
Morocco,1661.69,2023-11-30,id14212,14212,MAR
Mexico,1655.21,2023-11-30,id14212,14212,MEX
Colombia,1651.2,2023-11-30,id14212,14212,COL
Germany,1631.22,2023-11-30,id14212,14212,GER
Japan,1620.19,2023-11-30,id14212,14212,JPN
Switzerland,1613.44,2023-11-30,id14212,14212,SUI
Denmark,1601.31,2023-11-30,id14212,14212,DEN
Senegal,1594.31,2023-11-30,id14212,14212,SEN
IR Iran,1565.08,2023-11-30,id14212,14212,IRN
Ukraine,1553.35,2023-11-30,id14212,14212,UKR
Korea Republic,1550.65,2023-11-30,id14212,14212,KOR
Austria,1546.1,2023-11-30,id14212,14212,AUT
Australia,1539.22,2023-11-30,id14212,14212,AUS
Sweden,1530.19,2023-11-30,id14212,14212,SWE
Hungary,1525.13,2023-11-30,id14212,14212,HUN
Tunisia,1523.23,2023-11-30,id14212,14212,TUN
Wales,1521.88,2023-11-30,id14212,14212,WAL
Algeria,1520.26,2023-11-30,id14212,14212,ALG
Poland,1520.24,2023-11-30,id14212,14212,POL
Ecuador,1519.2,2023-11-30,id14212,14212,ECU
Egypt,1518.91,2023-11-30,id14212,14212,EGY
Serbia,1517.43,2023-11-30,id14212,14212,SRB
Peru,1512.68,2023-11-30,id14212,14212,PER
Scotland,1506.89,2023-11-30,id14212,14212,SCO
Türkiye,1505.28,2023-11-30,id14212,14212,TUR
Russia,1498.84,2023-11-30,id14212,14212,RUS
Czechia,1494.04,2023-11-30,id14212,14212,CZE
Chile,1489.82,2023-11-30,id14212,14212,CHI
Panama,1475.62,2023-11-30,id14212,14212,PAN
Nigeria,1474.44,2023-11-30,id14212,14212,NGA
Romania,1472.73,2023-11-30,id14212,14212,ROU
Norway,1472.36,2023-11-30,id14212,14212,NOR
Slovakia,1465.73,2023-11-30,id14212,14212,SVK
Cameroon,1463.06,2023-11-30,id14212,14212,CMR
Greece,1453.95,2023-11-30,id14212,14212,GRE
Canada,1453.76,2023-11-30,id14212,14212,CAN
Venezuela,1448.77,2023-11-30,id14212,14212,VEN
Côte d'Ivoire,1447.65,2023-11-30,id14212,14212,CIV
Mali,1445.6,2023-11-30,id14212,14212,MLI
Costa Rica,1437.57,2023-11-30,id14212,14212,CRC
Paraguay,1430.73,2023-11-30,id14212,14212,PAR
Slovenia,1427.84,2023-11-30,id14212,14212,SVN
Jamaica,1421.54,2023-11-30,id14212,14212,JAM
Saudi Arabia,1421.06,2023-11-30,id14212,14212,KSA
Burkina Faso,1411.01,2023-11-30,id14212,14212,BFA
Qatar,1407.3,2023-11-30,id14212,14212,QAT
Finland,1401.31,2023-11-30,id14212,14212,FIN
Republic of Ireland,1399.6,2023-11-30,id14212,14212,IRL
Ghana,1384.19,2023-11-30,id14212,14212,GHA
Albania,1382.69,2023-11-30,id14212,14212,ALB
Iraq,1365.98,2023-11-30,id14212,14212,IRQ
United Arab Emirates,1364.46,2023-11-30,id14212,14212,UAE
North Macedonia,1362.17,2023-11-30,id14212,14212,MKD
